similar_questions,total_submission,like,paid_only,title,url,topics,level,companies,ac_rate,frequency,dislike,total_accpeted,id
[u'Reverse String II'],132200.0,407.0,False,ReverseWordsinaStringIII,https://leetcode.com/problems/reverse-words-in-a-string-iii/description/,[u'String'],Easy,"[u'Microsoft\xa010', u'Tencent\xa02', u'Zappos\xa02', u'Alibaba\xa02']",0.609682299546,511.4811205545003,43.0,80600.0,557.0
[],967.0,4.0,False,QuadTreeIntersection,https://leetcode.com/problems/quad-tree-intersection/description/,[],Easy,[],0.205791106515,0,44.0,199.0,558.0
[u'Maximum Depth of Binary Tree'],3500.0,17.0,False,MaximumDepthofN-aryTree,https://leetcode.com/problems/maximum-depth-of-n-ary-tree/description/,"[u'Tree', u'Depth-first Search', u'Breadth-first Search']",Easy,[],0.457142857143,23.40943287821561,4.0,1600.0,559.0
"[u'Insert Interval', u'Meeting Rooms', u'Meeting Rooms II', u'Teemo Attacking', u'Add Bold Tag in String', u'Range Module', u'Employee Free Time', u'Partition Labels']",669600.0,941.0,False,MergeIntervals,https://leetcode.com/problems/merge-intervals/description/,"[u'Array', u'Sort']",Medium,"[u'Facebook\xa024', u'Google\xa011', u'Palantir\xa09', u'Palantir Technologies\xa08', u'Uber\xa08', u'Amazon\xa07', u'Apple\xa06', u'LinkedIn\xa06', u'Microsoft\xa03', u'Bloomberg\xa03', u'Yelp\xa03', u'Twitter\xa0']",0.326015531661,556.4016260872459,76.0,218300.0,56.0
"[u'Two Sum', u'Continuous Subarray Sum', u'Subarray Product Less Than K', u'Find Pivot Index']",106100.0,842.0,False,SubarraySumEqualsK,https://leetcode.com/problems/subarray-sum-equals-k/description/,"[u'Array', u'Hash Table']",Medium,"[u'Facebook\xa026', u'Amazon\xa05', u'Google\xa02']",0.398680490104,390.11371181238576,19.0,42300.0,560.0
[],139400.0,404.0,False,ArrayPartitionI,https://leetcode.com/problems/array-partition-i/description/,[u'Array'],Easy,[],0.667862266858,601.729974128753,1094.0,93100.0,561.0
[],19900.0,89.0,True,LongestLineofConsecutiveOneinMatrix,https://leetcode.com/problems/longest-line-of-consecutive-one-in-matrix/description/,[u'Array'],Medium,[u'Google\xa0'],0.412060301508,98.29518733239433,33.0,8200.0,562.0
[],72800.0,213.0,False,BinaryTreeTilt,https://leetcode.com/problems/binary-tree-tilt/description/,[u'Tree'],Easy,[u'Indeed\xa0'],0.468406593407,240.38333461803103,419.0,34100.0,563.0
[],38700.0,62.0,False,FindtheClosestPalindrome,https://leetcode.com/problems/find-the-closest-palindrome/description/,[u'String'],Hard,"[u'Yelp\xa08', u'Microsoft\xa02', u'Amazon\xa02']",0.167958656331,292.97381336417186,280.0,6500.0,564.0
"[u'Nested List Weight Sum', u'Flatten Nested List Iterator', u'Nested List Weight Sum II']",44400.0,366.0,False,ArrayNesting,https://leetcode.com/problems/array-nesting/description/,[u'Array'],Medium,[u'Apple\xa0'],0.497747747748,255.38861320309076,54.0,22100.0,565.0
[],96400.0,379.0,False,ReshapetheMatrix,https://leetcode.com/problems/reshape-the-matrix/description/,[u'Array'],Easy,[u'Mathworks\xa0'],0.576763485477,409.034765137461,58.0,55600.0,566.0
"[u'Minimum Window Substring', u'Find All Anagrams in a String']",68300.0,342.0,False,PermutationinString,https://leetcode.com/problems/permutation-in-string/description/,[u'Two Pointers'],Medium,"[u'Facebook\xa09', u'Microsoft\xa0']",0.361639824305,187.51243191398422,20.0,24700.0,567.0
[u'Cheapest Flights Within K Stops'],26800.0,120.0,True,MaximumVacationDays,https://leetcode.com/problems/maximum-vacation-days/description/,[u'Dynamic Programming'],Hard,[u'Google\xa07'],0.365671641791,92.43497874314869,19.0,9800.0,568.0
[u'Find Median Given Frequency of Numbers'],4600.0,20.0,True,MedianEmployeeSalary,https://leetcode.com/problems/median-employee-salary/description/,[],Hard,[u'Google\xa0'],0.391304347826,82.42142204243385,7.0,1800.0,569.0
"[u'Merge Intervals', u'Range Module']",459300.0,418.0,False,InsertInterval,https://leetcode.com/problems/insert-interval/description/,"[u'Array', u'Sort']",Hard,"[u'Facebook\xa017', u'Google\xa07', u'Uber\xa05', u'Microsoft\xa03', u'Amazon\xa03', u'Twitter\xa02', u'LinkedIn\xa0']",0.294360984106,360.56859240654865,55.0,135200.0,57.0
[],9700.0,42.0,True,ManagerswithatLeast5DirectReports,https://leetcode.com/problems/managers-with-at-least-5-direct-reports/description/,[],Medium,[u'Bloomberg\xa0'],0.577319587629,45.6912062905042,2.0,5600.0,570.0
[u'Median Employee Salary'],4000.0,23.0,True,FindMedianGivenFrequencyofNumbers,https://leetcode.com/problems/find-median-given-frequency-of-numbers/description/,[],Hard,[u'Pinterest\xa0'],0.425,104.260778876258,7.0,1700.0,571.0
"[u'Count Univalue Subtrees', u'Most Frequent Subtree Sum']",140200.0,732.0,False,SubtreeofAnotherTree,https://leetcode.com/problems/subtree-of-another-tree/description/,[u'Tree'],Easy,"[u'Amazon\xa03', u'Bloomberg\xa03', u'Alibaba\xa02', u'Microsoft\xa02', u'Google\xa02', u'Facebook\xa0', u'eBay\xa0']",0.402995720399,270.64038845378695,16.0,56500.0,572.0
[],8700.0,68.0,True,SquirrelSimulation,https://leetcode.com/problems/squirrel-simulation/description/,[u'Math'],Medium,[u'Square\xa0'],0.528735632184,44.66983949328659,12.0,4600.0,573.0
[],11300.0,11.0,True,WinningCandidate,https://leetcode.com/problems/winning-candidate/description/,[],Medium,[],0.345132743363,78.34636553520306,84.0,3900.0,574.0
[],88100.0,198.0,False,DistributeCandies,https://leetcode.com/problems/distribute-candies/description/,[u'Hash Table'],Easy,[u'LiveRamp\xa07'],0.581157775255,374.2350534235753,464.0,51200.0,575.0
[u'Knight Probability in Chessboard'],37300.0,173.0,False,OutofBoundaryPaths,https://leetcode.com/problems/out-of-boundary-paths/description/,"[u'Dynamic Programming', u'Depth-first Search']",Medium,[u'Baidu\xa0'],0.30563002681,109.25441100661305,81.0,11400.0,576.0
[u'Combine Two Tables'],11400.0,21.0,True,EmployeeBonus,https://leetcode.com/problems/employee-bonus/description/,[],Easy,[u'Netsuite\xa0'],0.517543859649,28.729753730281345,11.0,5900.0,577.0
[],12900.0,6.0,True,GetHighestAnswerRateQuestion,https://leetcode.com/problems/get-highest-answer-rate-question/description/,[],Medium,[u'Facebook\xa0'],0.31007751938,37.82718949626093,109.0,4000.0,578.0
[],5800.0,19.0,True,FindCumulativeSalaryofanEmployee,https://leetcode.com/problems/find-cumulative-salary-of-an-employee/description/,[],Hard,[u'Amazon\xa0'],0.293103448276,25.665653338628516,18.0,1700.0,579.0
[],633700.0,209.0,False,LengthofLastWord,https://leetcode.com/problems/length-of-last-word/description/,[u'String'],Easy,[u'Alibaba\xa03'],0.320656462048,398.91184745424846,799.0,203200.0,58.0
[],12300.0,34.0,True,CountStudentNumberinDepartments,https://leetcode.com/problems/count-student-number-in-departments/description/,[],Medium,[u'Twitter\xa0'],0.390243902439,84.46415563686907,2.0,4800.0,580.0
[],138800.0,882.0,False,ShortestUnsortedContinuousSubarray,https://leetcode.com/problems/shortest-unsorted-continuous-subarray/description/,[u'Array'],Easy,"[u'Google\xa0', u'LiveRamp\xa0']",0.293948126801,258.7453791258331,40.0,40800.0,581.0
[],27100.0,186.0,True,KillProcess,https://leetcode.com/problems/kill-process/description/,"[u'Tree', u'Queue']",Medium,"[u'Bloomberg\xa08', u'Google\xa05', u'Microsoft\xa02', u'Twitter\xa02']",0.516605166052,173.05821311398398,3.0,14000.0,582.0
"[u'Edit Distance', u'Minimum ASCII Delete Sum for Two Strings']",44600.0,441.0,False,DeleteOperationforTwoStrings,https://leetcode.com/problems/delete-operation-for-two-strings/description/,[u'String'],Medium,[u'Google\xa0'],0.446188340807,217.4405772915682,14.0,19900.0,583.0
[],9400.0,25.0,True,FindCustomerReferee,https://leetcode.com/problems/find-customer-referee/description/,[],Easy,[],0.627659574468,31.579100108313895,10.0,5900.0,584.0
[],8700.0,25.0,True,Investmentsin2016,https://leetcode.com/problems/investments-in-2016/description/,[],Medium,[u'Twitter\xa06'],0.448275862069,63.39958753559901,28.0,3900.0,585.0
[],10700.0,40.0,True,CustomerPlacingtheLargestNumberofOrders,https://leetcode.com/problems/customer-placing-the-largest-number-of-orders/description/,[],Easy,[u'Twitter\xa0'],0.616822429907,75.57330518480086,3.0,6600.0,586.0
[],15300.0,86.0,False,ErecttheFence,https://leetcode.com/problems/erect-the-fence/description/,[u'Geometry'],Hard,[u'Google\xa0'],0.333333333333,92.42246741844855,116.0,5100.0,587.0
"[u'LRU Cache', u'LFU Cache', u'Design Log Storage System']",8000.0,69.0,True,DesignIn-MemoryFileSystem,https://leetcode.com/problems/design-in-memory-file-system/description/,[u'Design'],Hard,"[u'Amazon\xa06', u'Baidu\xa0']",0.3625,115.29752143263212,11.0,2900.0,588.0
"[u'Binary Tree Preorder Traversal', u'N-ary Tree Level Order Traversal', u'N-ary Tree Postorder Traversal']",4400.0,10.0,False,N-aryTreePreorderTraversal,https://leetcode.com/problems/n-ary-tree-preorder-traversal/description/,[u'Tree'],Easy,[],0.340909090909,70.1938184566969,4.0,1500.0,589.0
[u'Spiral Matrix'],254300.0,234.0,False,SpiralMatrixII,https://leetcode.com/problems/spiral-matrix-ii/description/,[u'Array'],Medium,"[u'Microsoft\xa04', u'Amazon\xa03', u'Apple\xa02']",0.421942587495,432.279321501263,42.0,107300.0,59.0
"[u'Binary Tree Postorder Traversal', u'N-ary Tree Level Order Traversal', u'N-ary Tree Preorder Traversal']",3100.0,8.0,False,N-aryTreePostorderTraversal,https://leetcode.com/problems/n-ary-tree-postorder-traversal/description/,[u'Tree'],Easy,[],0.451612903226,0,7.0,1400.0,590.0
[u'Add Bold Tag in String'],11100.0,43.0,False,TagValidator,https://leetcode.com/problems/tag-validator/description/,"[u'String', u'Stack']",Hard,[u'Microsoft\xa0'],0.315315315315,30.557733311096285,201.0,3500.0,591.0
[u'Solve the Equation'],20100.0,79.0,False,FractionAdditionandSubtraction,https://leetcode.com/problems/fraction-addition-and-subtraction/description/,[u'Math'],Medium,[u'IXL\xa05'],0.462686567164,173.10623513291125,171.0,9300.0,592.0
[],32100.0,77.0,False,ValidSquare,https://leetcode.com/problems/valid-square/description/,[u'Math'],Medium,"[u'Pure Storage\xa05', u'Yelp\xa04']",0.398753894081,168.41555046700086,178.0,12800.0,593.0
[],58500.0,269.0,False,LongestHarmoniousSubsequence,https://leetcode.com/problems/longest-harmonious-subsequence/description/,[u'Hash Table'],Easy,[u'LiveRamp\xa0'],0.413675213675,238.30740287895986,33.0,24200.0,594.0
[],79100.0,261.0,False,BigCountries,https://leetcode.com/problems/big-countries/description/,[],Easy,[],0.716814159292,603.7727077231883,296.0,56700.0,595.0
[],66100.0,93.0,False,ClassesMoreThan5Students,https://leetcode.com/problems/classes-more-than-5-students/description/,[],Easy,[u'Amazon\xa02'],0.320726172466,228.16542817854338,247.0,21200.0,596.0
[],16500.0,52.0,True,FriendRequestsIOverallAcceptanceRate,https://leetcode.com/problems/friend-requests-i-overall-acceptance-rate/description/,[],Easy,[u'Facebook\xa04'],0.381818181818,117.34025502706734,50.0,6300.0,597.0
[u'Range Addition'],47500.0,125.0,False,RangeAdditionII,https://leetcode.com/problems/range-addition-ii/description/,[u'Math'],Easy,[u'IXL\xa09'],0.48,229.50614029897696,346.0,22800.0,598.0
[u'Intersection of Two Linked Lists'],77700.0,243.0,False,MinimumIndexSumofTwoLists,https://leetcode.com/problems/minimum-index-sum-of-two-lists/description/,[u'Hash Table'],Easy,[u'Yelp\xa020'],0.464607464607,212.74536236860254,99.0,36100.0,599.0
[],800300.0,561.0,False,ZigZagConversion,https://leetcode.com/problems/zigzag-conversion/description/,[u'String'],Medium,"[u'Adobe\xa09', u'Zenefits\xa02', u'Airbnb\xa02', u'Bloomberg\xa02']",0.280769711358,618.0718428842353,2003.0,224700.0,6.0
"[u'Next Permutation', u'Permutations']",358800.0,417.0,False,PermutationSequence,https://leetcode.com/problems/permutation-sequence/description/,"[u'Math', u'Backtracking']",Medium,"[u'Amazon\xa06', u'Bloomberg\xa03', u'Facebook\xa02', u'LinkedIn\xa02', u'Twitter\xa0']",0.301560758082,369.5339339822566,114.0,108200.0,60.0
"[u'House Robber', u'House Robber II', u'Ones and Zeroes']",19800.0,159.0,False,Non-negativeIntegerswithoutConsecutiveOnes,https://leetcode.com/problems/non-negative-integers-without-consecutive-ones/description/,[u'Dynamic Programming'],Hard,[u'Pocket Gems\xa0'],0.318181818182,126.12129060706638,45.0,6300.0,600.0
[],20600.0,49.0,False,HumanTrafficofStadium,https://leetcode.com/problems/human-traffic-of-stadium/description/,[],Hard,[],0.334951456311,264.8498414844995,101.0,6900.0,601.0
[],12000.0,48.0,True,FriendRequestsIIWhoHastheMostFriends,https://leetcode.com/problems/friend-requests-ii-who-has-the-most-friends/description/,[],Medium,[u'Facebook\xa0'],0.425,47.717568420810665,15.0,5100.0,602.0
[],8000.0,42.0,True,ConsecutiveAvailableSeats,https://leetcode.com/problems/consecutive-available-seats/description/,[],Easy,[],0.5375,6.202917616123727,2.0,4300.0,603.0
"[u'LRU Cache', u'String Compression']",27900.0,114.0,True,DesignCompressedStringIterator,https://leetcode.com/problems/design-compressed-string-iterator/description/,[u'Design'],Easy,[u'Google\xa03'],0.336917562724,48.902601046339214,58.0,9400.0,604.0
"[u'Teemo Attacking', u'Asteroid Collision']",124700.0,305.0,False,CanPlaceFlowers,https://leetcode.com/problems/can-place-flowers/description/,[u'Array'],Easy,[u'LinkedIn\xa014'],0.299919807538,214.78809596303776,183.0,37400.0,605.0
"[u'Construct Binary Tree from String', u'Find Duplicate Subtrees']",80400.0,383.0,False,ConstructStringfromBinaryTree,https://leetcode.com/problems/construct-string-from-binary-tree/description/,"[u'String', u'Tree']",Easy,"[u'Baidu\xa02', u'Amazon\xa0']",0.502487562189,317.8195946523996,502.0,40400.0,606.0
[],9700.0,40.0,True,SalesPerson,https://leetcode.com/problems/sales-person/description/,[],Easy,[],0.505154639175,28.97490599176848,5.0,4900.0,607.0
[],8400.0,62.0,True,TreeNode,https://leetcode.com/problems/tree-node/description/,[],Medium,[u'Twitter\xa08'],0.535714285714,109.30383212570752,4.0,4500.0,608.0
[],27800.0,131.0,False,FindDuplicateFileinSystem,https://leetcode.com/problems/find-duplicate-file-in-system/description/,"[u'Hash Table', u'String']",Medium,"[u'Dropbox\xa056', u'Twitter\xa02']",0.525179856115,363.4402784456116,248.0,14600.0,609.0
"[u'Rotate Array', u'Split Linked List in Parts']",588800.0,312.0,False,RotateList,https://leetcode.com/problems/rotate-list/description/,"[u'Linked List', u'Two Pointers']",Medium,"[u'Microsoft\xa014', u'Adobe\xa03', u'Amazon\xa02', u'Bloomberg\xa02']",0.249830163043,377.97349665805064,652.0,147100.0,61.0
[],8400.0,28.0,True,TriangleJudgement,https://leetcode.com/problems/triangle-judgement/description/,[],Easy,[],0.583333333333,67.56502650161431,4.0,4900.0,610.0
[u'3Sum Smaller'],49800.0,332.0,False,ValidTriangleNumber,https://leetcode.com/problems/valid-triangle-number/description/,[u'Array'],Medium,"[u'LinkedIn\xa013', u'Expedia\xa0']",0.419678714859,267.85484470182826,53.0,20900.0,611.0
[],6300.0,20.0,True,ShortestDistanceinaPlane,https://leetcode.com/problems/shortest-distance-in-a-plane/description/,[],Medium,[],0.507936507937,32.600466905531505,5.0,3200.0,612.0
[],9100.0,51.0,True,ShortestDistanceinaLine,https://leetcode.com/problems/shortest-distance-in-a-line/description/,[],Easy,[],0.703296703297,124.29961794795517,7.0,6400.0,613.0
[],12100.0,9.0,True,SecondDegreeFollower,https://leetcode.com/problems/second-degree-follower/description/,[],Medium,[],0.231404958678,73.28127562461381,120.0,2800.0,614.0
[],5000.0,20.0,True,AverageSalaryDepartmentsVSCompany,https://leetcode.com/problems/average-salary-departments-vs-company/description/,[],Hard,[],0.34,85.63754116429627,5.0,1700.0,615.0
"[u'Merge Intervals', u'Tag Validator']",35400.0,212.0,True,AddBoldTaginString,https://leetcode.com/problems/add-bold-tag-in-string/description/,[u'String'],Medium,[u'Google\xa012'],0.381355932203,89.77160935777789,24.0,13500.0,616.0
[],148800.0,1123.0,False,MergeTwoBinaryTrees,https://leetcode.com/problems/merge-two-binary-trees/description/,[u'Tree'],Easy,"[u'Amazon\xa05', u'Adobe\xa02', u'Google\xa02']",0.680779569892,575.0209347532733,82.0,101300.0,617.0
[],3000.0,7.0,True,StudentsReportByGeography,https://leetcode.com/problems/students-report-by-geography/description/,[],Hard,[],0.4,66.92102319239402,24.0,1200.0,618.0
[],13700.0,22.0,True,BiggestSingleNumber,https://leetcode.com/problems/biggest-single-number/description/,[],Easy,[],0.357664233577,21.36669928378039,19.0,4900.0,619.0
"[u'Unique Paths II', u'Minimum Path Sum', u'Dungeon Game']",471200.0,742.0,False,UniquePaths,https://leetcode.com/problems/unique-paths/description/,"[u'Array', u'Dynamic Programming']",Medium,"[u'Twitter\xa014', u'Bloomberg\xa06', u'Amazon\xa06', u'Google\xa04', u'Tencent\xa02']",0.437393887946,478.16040413174323,56.0,206100.0,62.0
[],52900.0,122.0,False,NotBoringMovies,https://leetcode.com/problems/not-boring-movies/description/,[],Easy,[],0.593572778828,297.75903602596736,133.0,31400.0,620.0
"[u'Rearrange String k Distance Apart', u'Reorganize String']",96400.0,841.0,False,TaskScheduler,https://leetcode.com/problems/task-scheduler/description/,"[u'Array', u'Greedy', u'Queue']",Medium,"[u'Facebook\xa062', u'Google\xa03', u'Apple\xa03']",0.42531120332,428.19385431239243,119.0,41000.0,621.0
[u'Design Circular Deque'],2200.0,12.0,False,DesignCircularQueue,https://leetcode.com/problems/design-circular-queue/description/,"[u'Design', u'Queue']",Medium,[],0.409545454545,70.01714627784412,7.0,901.0,622.0
[],37700.0,167.0,False,AddOneRowtoTree,https://leetcode.com/problems/add-one-row-to-tree/description/,[u'Tree'],Medium,"[u'Microsoft\xa04', u'Gilt Groupe\xa0']",0.461538461538,146.76046507759816,75.0,17400.0,623.0
[],32400.0,192.0,True,MaximumDistanceinArrays,https://leetcode.com/problems/maximum-distance-in-arrays/description/,"[u'Array', u'Hash Table']",Easy,[u'Yahoo\xa0'],0.358024691358,149.93308746066023,30.0,11600.0,624.0
[],16100.0,55.0,True,MinimumFactorization,https://leetcode.com/problems/minimum-factorization/description/,"[u'Math', u'Recursion']",Medium,[u'Tencent\xa0'],0.310559006211,63.13731749486462,39.0,5000.0,625.0
[],20200.0,79.0,False,ExchangeSeats,https://leetcode.com/problems/exchange-seats/description/,[],Medium,[],0.490099009901,381.4636278255888,84.0,9900.0,626.0
[],50900.0,180.0,False,SwapSalary,https://leetcode.com/problems/swap-salary/description/,[],Easy,[u'Google\xa02'],0.671905697446,543.9555160723812,135.0,34200.0,627.0
[u'Maximum Product Subarray'],93600.0,415.0,False,MaximumProductofThreeNumbers,https://leetcode.com/problems/maximum-product-of-three-numbers/description/,"[u'Array', u'Math']",Easy,"[u'Bloomberg\xa09', u'Microsoft\xa03', u'Google\xa02', u'Intuit\xa0']",0.44764957265,418.80396792176657,186.0,41900.0,628.0
